Portfolio,Market Condition,Market State,Rebal Type,Rebal Value,TLH Status,Strategy Label,Final NAV,Total Return,CAGR,Volatility (Ann),Sharpe Ratio,Max Drawdown,Return Skewness,Return Kurtosis,Tracking Error (Ann),Information Ratio,Tax Paid,Realized Losses (All),TLH Losses,Rebal Losses,TLH Event Count,Execution Costs,Tax Alpha 2,Loss Carryforward ST,Loss Carryforward LT,Liquidation NAV,Unrealized Gain ST,Unrealized Gain LT,Liquidation Tax,Liquidation Exec Cost
100/0 (TA ETF),Past 10 Years,Past 10Y (2016–2025),Calendar,Quarterly,Off,Quarterly Rebal | No TLH,2972312.990000,1.972313,0.115427,0.177760,0.649300,-0.334019,-0.499000,15.430000,0.000000,0.000000,53231.120727,17327.880000,0.000000,17327.877017,0,3199.540000,,0.000000,0.000000,2609652.960000,40727.000000,1724174.670000,359071.370000,3588.660000
100/0 (TA ETF),Past 10 Years,Past 10Y (2016–2025),Calendar,Quarterly,On (10%),Quarterly Rebal | TLH=10%,2967917.790000,1.967918,0.115262,0.176839,0.651800,-0.333963,-0.510500,15.201800,0.004901,-0.061100,44633.434336,89326.560000,87648.129633,1678.426624,114,4876.240000,-4395.205120,0.000000,0.000000,2599314.880000,44373.500000,1748627.300000,365018.580000,3584.320000
100/0 (TA ETF),Past 10 Years,Past 10Y (2016–2025),Calendar,Yearly,Off,Yearly Rebal | No TLH,3015083.320000,2.015083,0.117026,0.177767,0.658300,-0.334021,-0.505900,15.339600,0.000000,0.000000,47808.845425,3984.120000,0.000000,3984.123429,0,2403.190000,,0.000000,0.000000,2641359.790000,29920.560000,1798090.150000,370090.230000,3633.300000
100/0 (TA ETF),Past 10 Years,Past 10Y (2016–2025),Calendar,Yearly,On (10%),Yearly Rebal | TLH=10%,3024127.540000,2.024128,0.117362,0.177087,0.662700,-0.333806,-0.510400,15.028300,0.004787,0.042000,33125.554182,80418.530000,80333.390789,85.136542,32,3926.490000,9044.217241,0.000000,0.000000,2637021.400000,33813.450000,1860060.240000,383460.980000,3645.150000
100/0 (TA ETF),Past 10 Years,Past 10Y (2016–2025),Relative Threshold,0.25,Off,Rel Threshold 25% | No TLH,3021765.810000,2.021766,0.117274,0.178534,0.656900,-0.334307,-0.498800,15.198100,0.000000,0.000000,31394.529533,0.000000,0.000000,0.000000,0,1904.950000,,0.000000,0.000000,2638512.810000,0.000000,1898092.650000,379618.530000,3634.470000
100/0 (TA ETF),Past 10 Years,Past 10Y (2016–2025),Relative Threshold,0.25,On (10%),Rel Threshold 25% | TLH=10%,3023227.520000,2.023228,0.117329,0.177788,0.659900,-0.336236,-0.521600,15.367100,0.004753,-0.016900,8455.720737,101256.060000,101256.059599,0.000000,23,3433.540000,1461.707219,17219.299849,0.000000,2622829.060000,0.000000,1983838.170000,396767.630000,3630.820000
100/0 (TA ETF),Past 10 Years,Past 10Y (2016–2025),Relative Threshold,0.5,Off,Rel Threshold 50% | No TLH,3079216.700000,2.079217,0.119387,0.179611,0.664700,-0.330906,-0.462100,14.937800,0.000000,0.000000,30656.969461,0.000000,0.000000,0.000000,0,1818.120000,,0.000000,0.000000,2683812.100000,0.000000,1958406.940000,391681.390000,3723.210000
100/0 (TA ETF),Past 10 Years,Past 10Y (2016–2025),Relative Threshold,0.5,On (10%),Rel Threshold 50% | TLH=10%,3053689.960000,2.053690,0.118452,0.178969,0.661900,-0.332216,-0.483500,14.960000,0.004331,-0.246700,18465.945267,52835.660000,52835.655757,0.000000,7,2634.710000,-25526.741612,0.000000,0.000000,2653984.610000,1838.170000,1976260.170000,396042.180000,3663.170000
100/0 (TA ETF),Past 20 Years,Past 20Y (2006–2025),Absolute Threshold,0.1,Off,Abs Threshold 10% | No TLH,4996911.410000,3.996911,0.083938,0.201915,0.415700,-0.580873,-0.133300,11.912400,0.000000,0.000000,190047.447527,0.000000,0.000000,0.000000,0,3737.810000,,0.000000,0.000000,4336232.060000,42420.790000,3198038.650000,654455.010000,6224.350000
100/0 (TA ETF),Past 20 Years,Past 20Y (2006–2025),Absolute Threshold,0.1,On (10%),Abs Threshold 10% | TLH=10%,4504685.480000,3.504685,0.078321,0.199223,0.393100,-0.588317,-0.160400,12.752800,0.013620,-0.417200,263232.871915,393449.440000,393449.441648,0.000000,34,12302.850000,-492225.935125,243696.360117,13908.393272,3985276.110000,61816.070000,2506585.450000,513680.300000,5729.060000
100/0 (TA ETF),Past 20 Years,Past 20Y (2006–2025),Absolute Threshold,0.2,Off,Abs Threshold 20% | No TLH,5181902.240000,4.181902,0.085914,0.201829,0.425700,-0.580873,-0.128100,11.916100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,4339063.800000,0.000000,4183100.800000,836620.160000,6218.280000
100/0 (TA ETF),Past 20 Years,Past 20Y (2006–2025),Absolute Threshold,0.2,On (10%),Abs Threshold 20% | TLH=10%,4777007.870000,3.777008,0.081497,0.198804,0.409900,-0.588317,-0.139600,12.763400,0.012986,-0.345200,-6300.000000,393449.440000,393449.441648,0.000000,34,8044.370000,-404894.375511,243696.360117,0.000000,3987910.060000,0.000000,4172201.680000,783369.390000,5728.420000
100/0 (TA ETF),Past 20 Years,Past 20Y (2006–2025),Absolute Threshold,0.05,Off,Abs Threshold 5% | No TLH,4507947.390000,3.507947,0.078360,0.198988,0.393800,-0.580873,-0.164000,12.227400,0.000000,0.000000,41488.166351,0.000000,0.000000,0.000000,0,1989.690000,,0.000000,0.000000,3833704.080000,0.000000,3343984.420000,668796.880000,5446.420000
100/0 (TA ETF),Past 20 Years,Past 20Y (2006–2025),Absolute Threshold,0.05,On (10%),Abs Threshold 5% | TLH=10%,4469985.070000,3.469985,0.077904,0.197199,0.395100,-0.588317,-0.161100,12.742000,0.010167,-0.051300,7906.312525,517751.960000,517751.959485,0.000000,47,11139.140000,-37962.317312,52610.375720,0.000000,3752897.590000,0.000000,3558569.330000,711713.870000,5373.620000
100/0 (TA ETF),Past 20 Years,Past 20Y (2006–2025),Calendar,Monthly,Off,Monthly Rebal | No TLH,4173614.850000,3.173615,0.074205,0.196853,0.377000,-0.579009,-0.177800,12.412500,0.000000,0.000000,111172.240998,100294.840000,0.000000,100294.840974,0,7430.700000,,0.000000,0.000000,3608670.800000,35977.580000,2736615.360000,559915.230000,5028.820000
100/0 (TA ETF),Past 20 Years,Past 20Y (2006–2025),Calendar,Monthly,On (10%),Monthly Rebal | TLH=10%,4093118.000000,3.093118,0.073158,0.195386,0.374400,-0.577433,-0.180300,12.824700,0.008225,-0.135200,126238.639857,574365.370000,465870.030159,108495.337935,558,19144.200000,-80496.844584,0.000000,0.000000,3519666.170000,48656.680000,2761297.790000,568515.560000,4936.270000
100/0 (TA ETF),Past 20 Years,Past 20Y (2006–2025),Calendar,Quarterly,Off,Quarterly Rebal | No TLH,4216913.000000,3.216913,0.074761,0.196710,0.380100,-0.579000,-0.177400,12.394600,0.000000,0.000000,100901.148151,60134.920000,0.000000,60134.916774,0,5116.770000,,0.000000,0.000000,3638712.870000,57778.770000,2764548.290000,573106.670000,5093.460000
